cell_id,latitude,longitude,susceptibility_score,ridx_+6h,risk_+6h,tier_+6h,ridx_+12h,risk_+12h,tier_+12h,ridx_+24h,risk_+24h,tier_+24h,ridx_+48h,risk_+48h,tier_+48h
COARSE_C03184,27.19500000000001,88.7480000000008,0.3238,0.07,0.1874,Low,0.0883,0.1941,Low,0.1127,0.203,Low,0.0974,0.1974,Low
COARSE_C03185,27.19500000000001,88.7490000000008,0.3391,0.07,0.1953,Low,0.0883,0.202,Low,0.1127,0.211,Low,0.0974,0.2054,Low
COARSE_C03186,27.19500000000001,88.75000000000081,0.3208,0.07,0.1859,Low,0.0883,0.1926,Low,0.1127,0.2014,Low,0.0974,0.1959,Low
COARSE_C03187,27.19500000000001,88.75100000000081,0.3443,0.0677,0.1971,Low,0.0854,0.2037,Low,0.109,0.2123,Low,0.0942,0.2069,Low
COARSE_C03188,27.19500000000001,88.75200000000082,0.327,0.0677,0.1883,Low,0.0854,0.1947,Low,0.109,0.2033,Low,0.0942,0.1979,Low
COARSE_C03189,27.19500000000001,88.75300000000082,0.4176,0.0677,0.2348,Low,0.0854,0.2416,Low,0.109,0.2506,Low,0.0942,0.2449,Low
COARSE_C03190,27.19500000000001,88.75400000000083,0.2477,0.0677,0.1475,Low,0.0854,0.1537,Low,0.109,0.1619,Low,0.0942,0.1568,Low
COARSE_C03191,27.19500000000001,88.75500000000083,0.2602,0.0677,0.1539,Low,0.0854,0.1602,Low,0.109,0.1685,Low,0.0942,0.1633,Low
COARSE_C03192,27.19500000000001,88.75600000000084,0.2147,0.0677,0.1306,Low,0.0854,0.1366,Low,0.109,0.1447,Low,0.0942,0.1397,Low
COARSE_C03193,27.19500000000001,88.75700000000084,0.241,0.0677,0.1441,Low,0.0854,0.1502,Low,0.109,0.1584,Low,0.0942,0.1533,Low
COARSE_C03194,27.19500000000001,88.75800000000085,0.2043,0.0677,0.1252,Low,0.0854,0.1313,Low,0.109,0.1393,Low,0.0942,0.1343,Low
COARSE_C03195,27.19500000000001,88.75900000000085,0.1141,0.0677,0.0789,Low,0.0854,0.0846,Low,0.109,0.0922,Low,0.0942,0.0875,Low
COARSE_C03196,27.19500000000001,88.76000000000086,0.2125,0.0677,0.1294,Low,0.0854,0.1355,Low,0.109,0.1436,Low,0.0942,0.1385,Low
COARSE_C03197,27.19500000000001,88.76100000000086,0.2263,0.0677,0.1365,Low,0.0854,0.1426,Low,0.109,0.1508,Low,0.0942,0.1457,Low
COARSE_C03198,27.19500000000001,88.76200000000087,0.2182,0.0677,0.1324,Low,0.0854,0.1384,Low,0.109,0.1465,Low,0.0942,0.1415,Low
COARSE_C03199,27.19500000000001,88.76300000000087,0.1831,0.0677,0.1144,Low,0.0854,0.1203,Low,0.109,0.1282,Low,0.0942,0.1233,Low
COARSE_C03200,27.19500000000001,88.76400000000088,0.2357,0.0677,0.1414,Low,0.0854,0.1475,Low,0.109,0.1557,Low,0.0942,0.1506,Low
COARSE_C03201,27.19500000000001,88.76500000000088,0.216,0.0677,0.1312,Low,0.0854,0.1373,Low,0.109,0.1454,Low,0.0942,0.1403,Low
COARSE_C03202,27.19500000000001,88.76600000000089,0.2399,0.0677,0.1435,Low,0.0854,0.1497,Low,0.109,0.1579,Low,0.0942,0.1527,Low
COARSE_C03203,27.19500000000001,88.76700000000089,0.2198,0.0677,0.1332,Low,0.0854,0.1393,Low,0.109,0.1474,Low,0.0942,0.1423,Low
COARSE_C03204,27.19500000000001,88.7680000000009,0.304,0.0677,0.1764,Low,0.0854,0.1828,Low,0.109,0.1913,Low,0.0942,0.186,Low
COARSE_C03205,27.19500000000001,88.7690000000009,0.328,0.0677,0.1888,Low,0.0854,0.1952,Low,0.109,0.2038,Low,0.0942,0.1985,Low
COARSE_C03206,27.19500000000001,88.7700000000009,0.2074,0.0677,0.1268,Low,0.0854,0.1329,Low,0.109,0.1409,Low,0.0942,0.1359,Low
COARSE_C03207,27.19500000000001,88.77100000000091,0.2496,0.0677,0.1485,Low,0.0854,0.1547,Low,0.109,0.1629,Low,0.0942,0.1578,Low
COARSE_C03208,27.19500000000001,88.77200000000092,0.3134,0.0677,0.1813,Low,0.0854,0.1877,Low,0.109,0.1962,Low,0.0942,0.1909,Low
COARSE_C03209,27.19500000000001,88.77300000000092,0.1999,0.0677,0.123,Low,0.0854,0.129,Low,0.109,0.137,Low,0.0942,0.132,Low
COARSE_C03210,27.19500000000001,88.77400000000092,0.2135,0.0677,0.13,Low,0.0854,0.136,Low,0.109,0.1441,Low,0.0942,0.139,Low
COARSE_C03211,27.19500000000001,88.77500000000093,0.1453,0.0677,0.0949,Low,0.0854,0.1008,Low,0.109,0.1085,Low,0.0942,0.1037,Low
COARSE_C03212,27.19500000000001,88.77600000000093,0.1671,0.0677,0.1061,Low,0.0854,0.112,Low,0.109,0.1199,Low,0.0942,0.115,Low
COARSE_C03213,27.19500000000001,88.77700000000094,0.1709,0.0677,0.1081,Low,0.0854,0.114,Low,0.109,0.1219,Low,0.0942,0.1169,Low
COARSE_C03214,27.19500000000001,88.77800000000094,0.2085,0.0677,0.1274,Low,0.0854,0.1334,Low,0.109,0.1415,Low,0.0942,0.1365,Low
COARSE_C03215,27.19500000000001,88.77900000000095,0.0807,0.0677,0.0618,Low,0.0854,0.0673,Low,0.109,0.0748,Low,0.0942,0.0701,Low
COARSE_C03216,27.19500000000001,88.78000000000095,0.1118,0.0677,0.0777,Low,0.0854,0.0834,Low,0.109,0.091,Low,0.0942,0.0863,Low
COARSE_C03217,27.19600000000002,88.58,0.7946,0.26,0.5166,Moderate,0.3278,0.5478,Moderate,0.4183,0.5893,High,0.3618,0.5633,High
COARSE_C03218,27.19600000000002,88.581,0.6656,0.26,0.4454,Moderate,0.3278,0.4748,Moderate,0.4183,0.514,Moderate,0.3618,0.4895,Moderate
COARSE_C03219,27.19600000000002,88.58200000000001,0.6105,0.26,0.415,Moderate,0.3278,0.4436,Moderate,0.4183,0.4818,Moderate,0.3618,0.4579,Moderate
COARSE_C03220,27.19600000000002,88.58300000000001,0.6492,0.26,0.4364,Moderate,0.3278,0.4655,Moderate,0.4183,0.5044,Moderate,0.3618,0.4801,Moderate
COARSE_C03221,27.19600000000002,88.58400000000002,0.6952,0.26,0.4618,Moderate,0.3278,0.4915,Moderate,0.4183,0.5312,Moderate,0.3618,0.5064,Moderate
COARSE_C03222,27.19600000000002,88.58500000000002,0.6857,0.26,0.4565,Moderate,0.3278,0.4862,Moderate,0.4183,0.5257,Moderate,0.3618,0.501,Moderate
COARSE_C03223,27.19600000000002,88.58600000000003,0.7291,0.26,0.4805,Moderate,0.3278,0.5107,Moderate,0.4183,0.551,High,0.3618,0.5258,Moderate
COARSE_C03224,27.19600000000002,88.58700000000003,0.6922,0.26,0.4601,Moderate,0.3278,0.4898,Moderate,0.4183,0.5295,Moderate,0.3618,0.5047,Moderate
COARSE_C03225,27.19600000000002,88.58800000000004,0.6397,0.26,0.4311,Moderate,0.3278,0.4601,Moderate,0.4183,0.4989,Moderate,0.3618,0.4747,Moderate
COARSE_C03226,27.19600000000002,88.58900000000004,0.7241,0.26,0.4777,Moderate,0.3278,0.5079,Moderate,0.4183,0.5481,Moderate,0.3618,0.523,Moderate
COARSE_C03227,27.19600000000002,88.59000000000005,0.6483,0.26,0.4359,Moderate,0.3278,0.465,Moderate,0.4183,0.5039,Moderate,0.3618,0.4796,Moderate
COARSE_C03228,27.19600000000002,88.59100000000005,0.6808,0.26,0.4538,Moderate,0.3278,0.4834,Moderate,0.4183,0.5228,Moderate,0.3618,0.4982,Moderate
COARSE_C03229,27.19600000000002,88.59200000000006,0.7443,0.26,0.4889,Moderate,0.3278,0.5193,Moderate,0.4183,0.5599,High,0.3618,0.5345,Moderate
COARSE_C03230,27.19600000000002,88.59300000000006,0.7699,0.26,0.503,Moderate,0.3278,0.5338,Moderate,0.4183,0.5748,High,0.3618,0.5492,Moderate
COARSE_C03231,27.19600000000002,88.59400000000007,0.6595,0.26,0.4421,Moderate,0.3278,0.4713,Moderate,0.4183,0.5104,Moderate,0.3618,0.486,Moderate
COARSE_C03232,27.19600000000002,88.59500000000007,0.717,0.26,0.4738,Moderate,0.3278,0.5039,Moderate,0.4183,0.544,Moderate,0.3618,0.5189,Moderate
COARSE_C03233,27.19600000000002,88.59600000000007,0.6605,0.26,0.4426,Moderate,0.3278,0.4719,Moderate,0.4183,0.511,Moderate,0.3618,0.4866,Moderate
COARSE_C03234,27.19600000000002,88.59700000000008,0.6179,0.26,0.4191,Moderate,0.3278,0.4478,Moderate,0.4183,0.4861,Moderate,0.3618,0.4622,Moderate
COARSE_C03235,27.19600000000002,88.59800000000008,0.6911,0.26,0.4595,Moderate,0.3278,0.4892,Moderate,0.4183,0.5289,Moderate,0.3618,0.5041,Moderate
COARSE_C03236,27.19600000000002,88.59900000000009,0.5634,0.26,0.389,Moderate,0.3278,0.417,Moderate,0.4183,0.4543,Moderate,0.3618,0.431,Moderate
COARSE_C03237,27.19600000000002,88.6000000000001,0.7309,0.26,0.4815,Moderate,0.3278,0.5117,Moderate,0.4183,0.5521,High,0.3618,0.5269,Moderate
COARSE_C03238,27.19600000000002,88.6010000000001,0.5786,0.26,0.3974,Moderate,0.3278,0.4256,Moderate,0.4183,0.4632,Moderate,0.3618,0.4397,Moderate
COARSE_C03239,27.19600000000002,88.6020000000001,0.7337,0.26,0.483,Moderate,0.3278,0.5133,Moderate,0.4183,0.5537,High,0.3618,0.5285,Moderate
COARSE_C03240,27.19600000000002,88.60300000000011,0.7191,0.26,0.4749,Moderate,0.3278,0.5051,Moderate,0.4183,0.5452,Moderate,0.3618,0.5201,Moderate
COARSE_C03241,27.19600000000002,88.60400000000011,0.7226,0.26,0.4769,Moderate,0.3278,0.507,Moderate,0.4183,0.5472,Moderate,0.3618,0.5221,Moderate
COARSE_C03242,27.19600000000002,88.60500000000012,0.716,0.26,0.4732,Moderate,0.3278,0.5033,Moderate,0.4183,0.5434,Moderate,0.3618,0.5183,Moderate
COARSE_C03243,27.19600000000002,88.60600000000012,0.7644,0.26,0.5,Moderate,0.3278,0.5307,Moderate,0.4183,0.5716,High,0.3618,0.546,Moderate
COARSE_C03244,27.19600000000002,88.60700000000013,0.6945,0.26,0.4614,Moderate,0.3278,0.4911,Moderate,0.4183,0.5308,Moderate,0.3618,0.506,Moderate
COARSE_C03245,27.19600000000002,88.60800000000013,0.6684,0.26,0.447,Moderate,0.3278,0.4764,Moderate,0.4183,0.5156,Moderate,0.3618,0.4911,Moderate
COARSE_C03246,27.19600000000002,88.60900000000014,0.7566,0.26,0.4956,Moderate,0.3278,0.5263,Moderate,0.4183,0.5671,High,0.3618,0.5416,Moderate
COARSE_C03247,27.19600000000002,88.61000000000014,0.7164,0.26,0.4735,Moderate,0.3278,0.5035,Moderate,0.4183,0.5436,Moderate,0.3618,0.5186,Moderate
COARSE_C03248,27.19600000000002,88.61100000000015,0.9943,0.26,0.6269,High,0.3278,0.6607,High,0.4183,0.7058,High,0.3618,0.6776,High
COARSE_C03249,27.19600000000002,88.61200000000015,0.5331,0.26,0.3723,Moderate,0.3278,0.3999,Moderate,0.4183,0.4366,Moderate,0.3618,0.4136,Moderate
COARSE_C03250,27.19600000000002,88.61300000000016,0.9576,0.26,0.6066,High,0.3278,0.6399,High,0.4183,0.6844,High,0.3618,0.6566,High
COARSE_C03251,27.19600000000002,88.61400000000016,0.9604,0.26,0.6081,High,0.3278,0.6415,High,0.4183,0.686,High,0.3618,0.6582,High
COARSE_C03252,27.19600000000002,88.61500000000017,0.9943,0.26,0.6269,High,0.3278,0.6607,High,0.4183,0.7058,High,0.3618,0.6776,High
COARSE_C03253,27.19600000000002,88.61600000000017,0.9165,0.26,0.5839,High,0.3278,0.6167,High,0.4183,0.6604,High,0.3618,0.6331,High
COARSE_C03254,27.19600000000002,88.61700000000017,0.9091,0.26,0.5798,High,0.3278,0.6125,High,0.4183,0.6561,High,0.3618,0.6289,High
COARSE_C03255,27.19600000000002,88.61800000000018,0.9534,0.26,0.6043,High,0.3278,0.6376,High,0.4183,0.6819,High,0.3618,0.6542,High
COARSE_C03256,27.19600000000002,88.61900000000018,0.5262,0.26,0.3685,Moderate,0.3278,0.396,Moderate,0.4183,0.4326,Moderate,0.3618,0.4097,Moderate
COARSE_C03257,27.19600000000002,88.62000000000019,0.5162,0.26,0.3629,Moderate,0.3278,0.3903,Moderate,0.4183,0.4268,Moderate,0.3618,0.404,Moderate
COARSE_C03258,27.19600000000002,88.6210000000002,0.5212,0.26,0.3657,Moderate,0.3278,0.3931,Moderate,0.4183,0.4297,Moderate,0.3618,0.4068,Moderate
COARSE_C03259,27.19600000000002,88.6220000000002,0.5226,0.26,0.3665,Moderate,0.3278,0.3939,Moderate,0.4183,0.4305,Moderate,0.3618,0.4076,Moderate
COARSE_C03260,27.19600000000002,88.6230000000002,0.4919,0.26,0.3495,Low,0.3278,0.3766,Moderate,0.4183,0.4126,Moderate,0.3618,0.3901,Moderate
COARSE_C03261,27.19600000000002,88.62400000000021,0.5887,0.26,0.403,Moderate,0.3278,0.4313,Moderate,0.4183,0.4691,Moderate,0.3618,0.4455,Moderate
COARSE_C03262,27.19600000000002,88.62500000000021,0.7904,0.26,0.5143,Moderate,0.3278,0.5454,Moderate,0.4183,0.5868,High,0.3618,0.5609,High
COARSE_C03263,27.19600000000002,88.62600000000022,0.8426,0.26,0.5431,Moderate,0.3278,0.5749,High,0.4183,0.6173,High,0.3618,0.5908,High
COARSE_C03264,27.19600000000002,88.62700000000022,0.8305,0.26,0.5364,Moderate,0.3278,0.5681,High,0.4183,0.6102,High,0.3618,0.5839,High
COARSE_C03265,27.19600000000002,88.62800000000023,0.7319,0.26,0.482,Moderate,0.3278,0.5123,Moderate,0.4183,0.5527,High,0.3618,0.5274,Moderate
COARSE_C03266,27.19600000000002,88.62900000000023,0.7538,0.26,0.4941,Moderate,0.3278,0.5247,Moderate,0.4183,0.5654,High,0.3618,0.54,Moderate
COARSE_C03267,27.19600000000002,88.63000000000024,0.7464,0.26,0.49,Moderate,0.3278,0.5205,Moderate,0.4183,0.5611,High,0.3618,0.5357,Moderate
COARSE_C03268,27.19600000000002,88.63100000000024,0.9965,0.26,0.6281,High,0.3278,0.6619,High,0.4183,0.7071,High,0.3618,0.6789,High
COARSE_C03269,27.19600000000002,88.63200000000025,0.9322,0.26,0.5926,High,0.3278,0.6256,High,0.4183,0.6696,High,0.3618,0.6421,High
COARSE_C03270,27.19600000000002,88.63300000000025,0.9679,0.26,0.6123,High,0.3278,0.6458,High,0.4183,0.6904,High,0.3618,0.6625,High
COARSE_C03271,27.19600000000002,88.63400000000026,0.6589,0.26,0.4417,Moderate,0.3278,0.471,Moderate,0.4183,0.5101,Moderate,0.3618,0.4857,Moderate
COARSE_C03272,27.19600000000002,88.63500000000026,0.6594,0.26,0.442,Moderate,0.3278,0.4713,Moderate,0.4183,0.5103,Moderate,0.3618,0.4859,Moderate
COARSE_C03273,27.19600000000002,88.63600000000027,0.663,0.26,0.444,Moderate,0.3278,0.4733,Moderate,0.4183,0.5125,Moderate,0.3618,0.488,Moderate
COARSE_C03274,27.19600000000002,88.63700000000027,0.6717,0.26,0.4488,Moderate,0.3278,0.4782,Moderate,0.4183,0.5175,Moderate,0.3618,0.493,Moderate
COARSE_C03275,27.19600000000002,88.63800000000028,0.6883,0.26,0.4579,Moderate,0.3278,0.4876,Moderate,0.4183,0.5272,Moderate,0.3618,0.5025,Moderate
COARSE_C03276,27.19600000000002,88.63900000000028,0.7011,0.26,0.465,Moderate,0.3278,0.4949,Moderate,0.4183,0.5347,Moderate,0.3618,0.5098,Moderate
COARSE_C03277,27.19600000000002,88.64000000000028,0.6966,0.26,0.4625,Moderate,0.3278,0.4923,Moderate,0.4183,0.5321,Moderate,0.3618,0.5072,Moderate
COARSE_C03278,27.19600000000002,88.64100000000029,0.7268,0.26,0.4792,Moderate,0.3278,0.5094,Moderate,0.4183,0.5497,Moderate,0.3618,0.5245,Moderate
COARSE_C03279,27.19600000000002,88.6420000000003,0.5917,0.26,0.4046,Moderate,0.3278,0.433,Moderate,0.4183,0.4708,Moderate,0.3618,0.4472,Moderate
COARSE_C03280,27.19600000000002,88.6430000000003,0.5875,0.26,0.4023,Moderate,0.3278,0.4306,Moderate,0.4183,0.4684,Moderate,0.3618,0.4448,Moderate
COARSE_C03281,27.19600000000002,88.6440000000003,0.5969,0.26,0.4075,Moderate,0.3278,0.4359,Moderate,0.4183,0.4739,Moderate,0.3618,0.4502,Moderate
COARSE_C03282,27.19600000000002,88.64500000000031,0.5653,0.26,0.3901,Moderate,0.3278,0.4181,Moderate,0.4183,0.4554,Moderate,0.3618,0.4321,Moderate
COARSE_C03283,27.19600000000002,88.64600000000031,0.5766,0.26,0.3963,Moderate,0.3278,0.4245,Moderate,0.4183,0.462,Moderate,0.3618,0.4385,Moderate
COARSE_C03284,27.19600000000002,88.64700000000032,0.688,0.26,0.4578,Moderate,0.3278,0.4875,Moderate,0.4183,0.527,Moderate,0.3618,0.5023,Moderate
COARSE_C03285,27.19600000000002,88.64800000000032,0.6813,0.26,0.4541,Moderate,0.3278,0.4837,Moderate,0.4183,0.5231,Moderate,0.3618,0.4985,Moderate
COARSE_C03286,27.19600000000002,88.64900000000033,0.6931,0.26,0.4606,Moderate,0.3278,0.4903,Moderate,0.4183,0.53,Moderate,0.3618,0.5052,Moderate
COARSE_C03287,27.19600000000002,88.65000000000033,0.6228,0.26,0.4218,Moderate,0.3278,0.4506,Moderate,0.4183,0.489,Moderate,0.3618,0.465,Moderate
COARSE_C03288,27.19600000000002,88.65100000000034,0.7406,0.0721,0.4026,Moderate,0.0909,0.411,Moderate,0.116,0.4223,Moderate,0.1003,0.4153,Moderate
COARSE_C03289,27.19600000000002,88.65200000000034,0.866,0.0721,0.4671,Moderate,0.0909,0.476,Moderate,0.116,0.4879,Moderate,0.1003,0.4805,Moderate
COARSE_C03290,27.19600000000002,88.65300000000035,0.7423,0.0721,0.4035,Moderate,0.0909,0.4119,Moderate,0.116,0.4232,Moderate,0.1003,0.4161,Moderate
COARSE_C03291,27.19600000000002,88.65400000000035,0.6584,0.0721,0.3603,Moderate,0.0909,0.3684,Moderate,0.116,0.3793,Moderate,0.1003,0.3725,Moderate
COARSE_C03292,27.19600000000002,88.65500000000036,0.6902,0.0721,0.3767,Moderate,0.0909,0.3849,Moderate,0.116,0.3959,Moderate,0.1003,0.389,Moderate
COARSE_C03293,27.19600000000002,88.65600000000036,0.6458,0.0721,0.3538,Moderate,0.0909,0.3619,Moderate,0.116,0.3727,Moderate,0.1003,0.366,Moderate
COARSE_C03294,27.19600000000002,88.65700000000037,0.6108,0.0721,0.3358,Low,0.0909,0.3438,Low,0.116,0.3544,Moderate,0.1003,0.3478,Low
COARSE_C03295,27.19600000000002,88.65800000000037,0.6212,0.0721,0.3412,Low,0.0909,0.3492,Low,0.116,0.3598,Moderate,0.1003,0.3532,Moderate
COARSE_C03296,27.19600000000002,88.65900000000038,0.6349,0.0721,0.3482,Low,0.0909,0.3563,Moderate,0.116,0.367,Moderate,0.1003,0.3603,Moderate
COARSE_C03297,27.19600000000002,88.66000000000038,0.8032,0.0721,0.4348,Moderate,0.0909,0.4435,Moderate,0.116,0.455,Moderate,0.1003,0.4478,Moderate
COARSE_C03298,27.19600000000002,88.66100000000039,0.7071,0.0721,0.3854,Moderate,0.0909,0.3937,Moderate,0.116,0.4048,Moderate,0.1003,0.3978,Moderate
COARSE_C03299,27.19600000000002,88.66200000000039,0.62,0.0721,0.3406,Low,0.0909,0.3485,Low,0.116,0.3592,Moderate,0.1003,0.3525,Moderate
COARSE_C03300,27.19600000000002,88.6630000000004,0.6183,0.0721,0.3397,Low,0.0909,0.3477,Low,0.116,0.3583,Moderate,0.1003,0.3517,Moderate
COARSE_C03301,27.19600000000002,88.6640000000004,0.7677,0.0721,0.4166,Moderate,0.0909,0.4251,Moderate,0.116,0.4365,Moderate,0.1003,0.4293,Moderate
COARSE_C03302,27.19600000000002,88.6650000000004,0.8063,0.0721,0.4364,Moderate,0.0909,0.4451,Moderate,0.116,0.4567,Moderate,0.1003,0.4494,Moderate
COARSE_C03303,27.19600000000002,88.66600000000041,0.7681,0.0721,0.4168,Moderate,0.0909,0.4253,Moderate,0.116,0.4367,Moderate,0.1003,0.4296,Moderate
COARSE_C03304,27.19600000000002,88.66700000000041,0.7466,0.0721,0.4057,Moderate,0.0909,0.4141,Moderate,0.116,0.4254,Moderate,0.1003,0.4184,Moderate
COARSE_C03305,27.19600000000002,88.66800000000042,0.5948,0.0721,0.3276,Low,0.0909,0.3355,Low,0.116,0.346,Low,0.1003,0.3394,Low
COARSE_C03306,27.19600000000002,88.66900000000042,0.5252,0.0721,0.2918,Low,0.0909,0.2994,Low,0.116,0.3096,Low,0.1003,0.3032,Low
COARSE_C03307,27.19600000000002,88.67000000000043,0.662,0.0721,0.3622,Moderate,0.0909,0.3703,Moderate,0.116,0.3812,Moderate,0.1003,0.3744,Moderate
COARSE_C03308,27.19600000000002,88.67100000000043,0.657,0.0721,0.3596,Moderate,0.0909,0.3677,Moderate,0.116,0.3785,Moderate,0.1003,0.3718,Moderate
COARSE_C03309,27.19600000000002,88.67200000000044,0.6076,0.0721,0.3342,Low,0.0909,0.3421,Low,0.116,0.3527,Moderate,0.1003,0.3461,Low
COARSE_C03310,27.19600000000002,88.67300000000044,0.6455,0.0721,0.3537,Moderate,0.0909,0.3618,Moderate,0.116,0.3725,Moderate,0.1003,0.3658,Moderate
COARSE_C03311,27.19600000000002,88.67400000000045,0.6093,0.0721,0.3351,Low,0.0909,0.343,Low,0.116,0.3536,Moderate,0.1003,0.347,Low
COARSE_C03312,27.19600000000002,88.67500000000045,0.5794,0.0721,0.3197,Low,0.0909,0.3275,Low,0.116,0.3379,Low,0.1003,0.3314,Low
COARSE_C03313,27.19600000000002,88.67600000000046,0.5776,0.0721,0.3188,Low,0.0909,0.3266,Low,0.116,0.337,Low,0.1003,0.3305,Low
COARSE_C03314,27.19600000000002,88.67700000000046,0.9209,0.0721,0.4954,Moderate,0.0909,0.5045,Moderate,0.116,0.5166,Moderate,0.1003,0.509,Moderate
COARSE_C03315,27.19600000000002,88.67800000000047,0.678,0.0721,0.3704,Moderate,0.0909,0.3786,Moderate,0.116,0.3895,Moderate,0.1003,0.3827,Moderate
COARSE_C03316,27.19600000000002,88.67900000000047,0.5831,0.0721,0.3216,Low,0.0909,0.3294,Low,0.116,0.3399,Low,0.1003,0.3333,Low
COARSE_C03317,27.19600000000002,88.68000000000048,0.5729,0.0721,0.3163,Low,0.0909,0.3241,Low,0.116,0.3345,Low,0.1003,0.328,Low
COARSE_C03318,27.19600000000002,88.68100000000048,0.7117,0.0721,0.3877,Moderate,0.0909,0.3961,Moderate,0.116,0.4072,Moderate,0.1003,0.4002,Moderate
COARSE_C03319,27.19600000000002,88.68200000000049,0.7543,0.0721,0.4097,Moderate,0.0909,0.4181,Moderate,0.116,0.4294,Moderate,0.1003,0.4224,Moderate
COARSE_C03320,27.19600000000002,88.68300000000049,0.6822,0.0721,0.3726,Moderate,0.0909,0.3808,Moderate,0.116,0.3917,Moderate,0.1003,0.3849,Moderate
COARSE_C03321,27.19600000000002,88.6840000000005,0.6286,0.0721,0.345,Low,0.0909,0.353,Moderate,0.116,0.3637,Moderate,0.1003,0.357,Moderate
COARSE_C03322,27.19600000000002,88.6850000000005,0.6537,0.0721,0.3579,Moderate,0.0909,0.366,Moderate,0.116,0.3768,Moderate,0.1003,0.3701,Moderate
COARSE_C03323,27.19600000000002,88.6860000000005,0.6578,0.0721,0.36,Moderate,0.0909,0.3681,Moderate,0.116,0.379,Moderate,0.1003,0.3722,Moderate
COARSE_C03324,27.19600000000002,88.68700000000051,0.708,0.0721,0.3858,Moderate,0.0909,0.3941,Moderate,0.116,0.4052,Moderate,0.1003,0.3983,Moderate
COARSE_C03325,27.19600000000002,88.68800000000051,0.6604,0.0721,0.3614,Moderate,0.0909,0.3695,Moderate,0.116,0.3803,Moderate,0.1003,0.3735,Moderate
COARSE_C03326,27.19600000000002,88.68900000000052,0.6753,0.0721,0.369,Moderate,0.0909,0.3772,Moderate,0.116,0.3881,Moderate,0.1003,0.3813,Moderate
COARSE_C03327,27.19600000000002,88.69000000000052,0.6602,0.0721,0.3613,Moderate,0.0909,0.3694,Moderate,0.116,0.3802,Moderate,0.1003,0.3734,Moderate
COARSE_C03328,27.19600000000002,88.69100000000053,0.7489,0.0721,0.4069,Moderate,0.0909,0.4153,Moderate,0.116,0.4266,Moderate,0.1003,0.4196,Moderate
COARSE_C03329,27.19600000000002,88.69200000000053,0.6807,0.0721,0.3718,Moderate,0.0909,0.38,Moderate,0.116,0.3909,Moderate,0.1003,0.3841,Moderate
COARSE_C03330,27.19600000000002,88.69300000000054,0.6906,0.0721,0.3769,Moderate,0.0909,0.3851,Moderate,0.116,0.3961,Moderate,0.1003,0.3893,Moderate
COARSE_C03331,27.19600000000002,88.69400000000054,0.7071,0.0721,0.3854,Moderate,0.0909,0.3937,Moderate,0.116,0.4048,Moderate,0.1003,0.3978,Moderate
COARSE_C03332,27.19600000000002,88.69500000000055,0.6384,0.0721,0.35,Moderate,0.0909,0.3581,Moderate,0.116,0.3688,Moderate,0.1003,0.3621,Moderate
COARSE_C03333,27.19600000000002,88.69600000000055,0.6307,0.0721,0.3461,Low,0.0909,0.3541,Moderate,0.116,0.3648,Moderate,0.1003,0.3581,Moderate
COARSE_C03334,27.19600000000002,88.69700000000056,0.6709,0.0721,0.3668,Moderate,0.0909,0.3749,Moderate,0.116,0.3858,Moderate,0.1003,0.379,Moderate
COARSE_C03335,27.19600000000002,88.69800000000056,0.7392,0.0721,0.4019,Moderate,0.0909,0.4103,Moderate,0.116,0.4215,Moderate,0.1003,0.4145,Moderate
COARSE_C03336,27.19600000000002,88.69900000000057,0.7556,0.0721,0.4103,Moderate,0.0909,0.4188,Moderate,0.116,0.4301,Moderate,0.1003,0.4231,Moderate
COARSE_C03337,27.19600000000002,88.70000000000057,0.6296,0.0721,0.3455,Low,0.0909,0.3535,Moderate,0.116,0.3642,Moderate,0.1003,0.3575,Moderate
COARSE_C03338,27.19600000000002,88.70100000000058,0.7553,0.07,0.4092,Moderate,0.0883,0.4175,Moderate,0.1127,0.4285,Moderate,0.0974,0.4216,Moderate
COARSE_C03339,27.19600000000002,88.70200000000058,0.8217,0.07,0.4434,Moderate,0.0883,0.4519,Moderate,0.1127,0.4632,Moderate,0.0974,0.4561,Moderate
COARSE_C03340,27.19600000000002,88.70300000000059,0.8258,0.07,0.4455,Moderate,0.0883,0.454,Moderate,0.1127,0.4653,Moderate,0.0974,0.4582,Moderate
COARSE_C03341,27.19600000000002,88.70400000000059,0.7,0.07,0.3808,Moderate,0.0883,0.3889,Moderate,0.1127,0.3996,Moderate,0.0974,0.3929,Moderate
COARSE_C03342,27.19600000000002,88.7050000000006,0.6648,0.07,0.3627,Moderate,0.0883,0.3706,Moderate,0.1127,0.3812,Moderate,0.0974,0.3746,Moderate
COARSE_C03343,27.19600000000002,88.7060000000006,0.73,0.07,0.3962,Moderate,0.0883,0.4044,Moderate,0.1127,0.4152,Moderate,0.0974,0.4085,Moderate
COARSE_C03344,27.19600000000002,88.7070000000006,0.651,0.07,0.3556,Moderate,0.0883,0.3635,Moderate,0.1127,0.374,Moderate,0.0974,0.3674,Moderate
COARSE_C03345,27.19600000000002,88.70800000000061,0.7695,0.07,0.4165,Moderate,0.0883,0.4248,Moderate,0.1127,0.4359,Moderate,0.0974,0.429,Moderate
COARSE_C03346,27.19600000000002,88.70900000000061,0.817,0.07,0.441,Moderate,0.0883,0.4494,Moderate,0.1127,0.4607,Moderate,0.0974,0.4537,Moderate
